iteration,cost
510,0.632295162779115
511,0.6322689923477971
512,0.6322428541525159
513,0.6322167481496427
514,0.6321906742956162
515,0.6321646325469406
516,0.6321386228601859
517,0.6321126451919891
518,0.632086699499052
519,0.6320607857381424
520,0.6320349038660933
521,0.6320090538398027
522,0.631983235616234
523,0.6319574491524155
524,0.6319316944054401
525,0.6319059713324648
526,0.6318802798907122
527,0.6318546200374677
528,0.6318289917300821
529,0.631803394925969
530,0.6317778295826068
531,0.6317522956575367
532,0.6317267931083639
533,0.6317013218927567
534,0.6316758819684469
535,0.631650473293229
536,0.6316250958249605
537,0.6315997495215614
538,0.631574434341015
539,0.6315491502413665
540,0.6315238971807237
541,0.6314986751172561
542,0.631473484009196
543,0.6314483238148374
544,0.6314231944925356
545,0.631398096000708
546,0.6313730282978335
547,0.6313479913424525
548,0.6313229850931662
549,0.6312980095086373
550,0.6312730645475895
551,0.6312481501688072
552,0.6312232663311357
553,0.6311984129934808
554,0.6311735901148089
555,0.6311487976541468
556,0.6311240355705813
557,0.6310993038232597
558,0.631074602371389
559,0.6310499311742365
560,0.6310252901911285
561,0.6310006793814517
562,0.6309760987046522
563,0.6309515481202351
564,0.6309270275877653
565,0.6309025370668667
566,0.6308780765172219
567,0.6308536458985733
568,0.630829245170721
569,0.6308048742935252
570,0.6307805332269036
571,0.6307562219308327
572,0.6307319403653477
573,0.6307076884905419
574,0.6306834662665668
575,0.6306592736536317
576,0.6306351106120044
577,0.6306109771020102
578,0.6305868730840322
579,0.6305627985185112
580,0.6305387533659454
581,0.6305147375868907
582,0.6304907511419601
583,0.6304667939918239
584,0.6304428660972097
585,0.6304189674189019
586,0.6303950979177417
587,0.6303712575546274
588,0.6303474462905143
589,0.6303236640864136
590,0.6302999109033933
591,0.6302761867025783
592,0.630252491445149
593,0.6302288250923428
594,0.6302051876054529
595,0.6301815789458282
596,0.630157999074874
597,0.6301344479540515
598,0.6301109255448771
599,0.6300874318089236
600,0.6300639667078186
601,0.6300405302032457
602,0.6300171222569435
603,0.6299937428307062
604,0.629970391886383
605,0.6299470693858781
606,0.6299237752911508
607,0.6299005095642155
608,0.6298772721671411
609,0.6298540630620513
610,0.6298308822111244
611,0.6298077295765934
612,0.6297846051207456
613,0.6297615088059227
614,0.6297384405945208
615,0.6297154004489898
616,0.6296923883318339
617,0.6296694042056118
618,0.6296464480329352
619,0.6296235197764702
620,0.6296006193989367
621,0.6295777468631077
622,0.6295549021318106
623,0.6295320851679255
624,0.6295092959343861
625,0.6294865343941799
626,0.6294638005103469
627,0.6294410942459807
628,0.6294184155642278
629,0.6293957644282877
630,0.6293731408014128
631,0.6293505446469081
632,0.6293279759281316
633,0.629305434608494
634,0.6292829206514579
635,0.6292604340205392
636,0.6292379746793056
637,0.6292155425913775
638,0.6291931377204271
639,0.629170760030179
640,0.6291484094844098
641,0.6291260860469481
642,0.6291037896816745
643,0.6290815203525209
644,0.6290592780234715
645,0.6290370626585622
646,0.6290148742218797
647,0.6289927126775631
648,0.628970577989802
649,0.6289484701228386
650,0.6289263890409649
651,0.628904334708525
652,0.628882307089914
653,0.6288603061495774
654,0.6288383318520123
655,0.6288163841617666
656,0.6287944630434386
657,0.6287725684616773
658,0.628750700381183
659,0.6287288587667056
660,0.6287070435830462
661,0.6286852547950558
662,0.6286634923676361
663,0.6286417562657388
664,0.6286200464543658
665,0.628598362898569
666,0.6285767055634502
667,0.6285550744141617
668,0.628533469415905
669,0.6285118905339319
670,0.6284903377335432
671,0.6284688109800902
672,0.628447310238973
673,0.6284258354756418
674,0.6284043866555955
675,0.628382963744383
676,0.628361566707602
677,0.6283401955108994
678,0.6283188501199715
679,0.6282975305005636
680,0.6282762366184695
681,0.6282549684395325
682,0.6282337259296441
683,0.6282125090547449
684,0.6281913177808243
685,0.6281701520739198
686,0.6281490119001177
687,0.628127897225553
688,0.6281068080164083
689,0.6280857442389154
690,0.6280647058593538
691,0.628043692844051
692,0.6280227051593832
693,0.6280017427717741
694,0.6279808056476954
695,0.6279598937536668
696,0.6279390070562556
697,0.627918145522077
698,0.627897309117794
699,0.6278764978101166
700,0.6278557115658029
701,0.627834950351658
702,0.6278142141345349
703,0.6277935028813333
704,0.6277728165590004
705,0.6277521551345305
706,0.6277315185749653
707,0.6277109068473928
708,0.6276903199189489
709,0.6276697577568153
710,0.6276492203282212
711,0.6276287076004428
712,0.6276082195408019
713,0.6275877561166681
714,0.6275673172954565
715,0.6275469030446293
716,0.627526513331695
717,0.6275061481242082
718,0.6274858073897701
719,0.6274654910960275
720,0.6274451992106739
721,0.6274249317014485
722,0.6274046885361365
723,0.6273844696825693
724,0.6273642751086239
725,0.627344104782223
726,0.6273239586713353
727,0.6273038367439747
728,0.627283738968201
729,0.6272636653121193
730,0.6272436157438804
731,0.6272235902316805
732,0.6272035887437606
733,0.6271836112484072
734,0.6271636577139523
735,0.6271437281087723
736,0.6271238224012896
737,0.6271039405599707
738,0.627084082553327
739,0.6270642483499157
740,0.6270444379183375
741,0.6270246512272387
742,0.62700488824531
743,0.6269851489412865
744,0.6269654332839478
745,0.6269457412421182
746,0.6269260727846662
747,0.6269064278805047
748,0.6268868064985906
749,0.6268672086079252
750,0.626847634177554
751,0.626828083176566
752,0.6268085555740951
753,0.6267890513393183
754,0.6267695704414568
755,0.6267501128497753
756,0.6267306785335828
757,0.6267112674622314
758,0.6266918796051171
759,0.6266725149316792
760,0.6266531734114008
761,0.6266338550138079
762,0.6266145597084702
763,0.6265952874650008
764,0.6265760382530557
765,0.6265568120423342
766,0.6265376088025784
767,0.6265184285035738
768,0.6264992711151487
769,0.6264801366071743
770,0.6264610249495646
771,0.6264419361122764
772,0.6264228700653091
773,0.6264038267787049
774,0.6263848062225484
775,0.626365808366967
776,0.6263468331821302
777,0.6263278806382501
778,0.626308950705581
779,0.6262900433544196
780,0.6262711585551047
781,0.6262522962780175
782,0.6262334564935806
783,0.6262146391722594
784,0.6261958442845609
785,0.6261770718010338
786,0.6261583216922688
787,0.6261395939288987
788,0.6261208884815976
789,0.6261022053210813
790,0.6260835444181073
791,0.6260649057434744
792,0.6260462892680232
793,0.6260276949626352
794,0.6260091227982338
795,0.6259905727457837
796,0.62597204477629
797,0.6259535388607997
798,0.6259350549704009
799,0.6259165930762224
800,0.625898153149434
801,0.6258797351612464
802,0.6258613390829119
803,0.6258429648857223
804,0.6258246125410108
805,0.6258062820201519
806,0.6257879732945595
807,0.6257696863356889
808,0.6257514211150355
809,0.6257331776041353
810,0.6257149557745647
811,0.6256967555979405
812,0.6256785770459191
813,0.6256604200901981
814,0.6256422847025146
815,0.625624170854646
816,0.6256060785184093
817,0.6255880076656622
818,0.6255699582683018
819,0.625551930298265
820,0.6255339237275287
821,0.6255159385281094
822,0.6254979746720635
823,0.6254800321314866
824,0.6254621108785142
825,0.6254442108853213
826,0.625426332124122
827,0.62540847456717
828,0.6253906381867581
829,0.6253728229552189
830,0.6253550288449238
831,0.625337255828283
832,0.6253195038777467
833,0.6253017729658032
834,0.6252840630649805
835,0.625266374147845
836,0.625248706187002
837,0.625231059155096
838,0.62521343302481
839,0.6251958277688652
840,0.6251782433600224
841,0.6251606797710804
842,0.6251431369748762
843,0.6251256149442861
844,0.625108113652224
845,0.6250906330716425
846,0.6250731731755327
847,0.6250557339369234
848,0.6250383153288817
849,0.6250209173245134
850,0.6250035398969618
851,0.6249861830194082
852,0.6249688466650721
853,0.6249515308072108
854,0.6249342354191192
855,0.6249169604741304
856,0.624899705945615
857,0.6248824718069812
858,0.6248652580316748
859,0.6248480645931795
860,0.6248308914650161
861,0.6248137386207431
862,0.6247966060339561
863,0.6247794936782884
864,0.6247624015274105
865,0.6247453295550297
866,0.6247282777348911
867,0.6247112460407765
868,0.6246942344465051
869,0.6246772429259325
870,0.6246602714529521
871,0.6246433200014933
872,0.624626388545523
873,0.6246094770590446
874,0.6245925855160984
875,0.6245757138907613
876,0.6245588621571467
877,0.6245420302894047
878,0.624525218261722
879,0.6245084260483216
880,0.6244916536234629
881,0.624474900961442
882,0.6244581680365907
883,0.6244414548232776
884,0.6244247612959071
885,0.62440808742892
886,0.6243914331967931
887,0.6243747985740393
888,0.6243581835352074
889,0.624341588054882
890,0.6243250121076841
891,0.6243084556682698
892,0.6242919187113312
893,0.6242754012115966
894,0.6242589031438294
895,0.6242424244828287
896,0.6242259652034297
897,0.6242095252805021
898,0.624193104688952
899,0.6241767034037203
900,0.6241603213997836
901,0.6241439586521537
902,0.6241276151358776
903,0.6241112908260373
904,0.6240949856977505
905,0.624078699726169
906,0.624062432886481
907,0.6240461851539086
908,0.6240299565037091
909,0.624013746911175
910,0.6239975563516332
911,0.6239813848004456
912,0.6239652322330087
913,0.6239490986247539
914,0.6239329839511472
915,0.6239168881876886
916,0.6239008113099136
917,0.6238847532933914
918,0.6238687141137259
919,0.6238526937465554
920,0.6238366921675524
921,0.6238207093524236
922,0.6238047452769101
923,0.6237887999167872
924,0.6237728732478642
925,0.6237569652459845
926,0.6237410758870253
927,0.623725205146898
928,0.6237093530015481
929,0.6236935194269542
930,0.6236777043991298
931,0.6236619078941215
932,0.6236461298880094
933,0.6236303703569078
934,0.6236146292769645
935,0.6235989066243605
936,0.6235832023753105
937,0.623567516506063
938,0.6235518489928996
939,0.6235361998121352
940,0.623520568940118
941,0.6235049563532298
942,0.6234893620278851
943,0.6234737859405324
944,0.6234582280676522
945,0.6234426883857591
946,0.6234271668713999
947,0.623411663501155
948,0.6233961782516372
949,0.6233807110994927
950,0.6233652620214002
951,0.6233498309940712
952,0.6233344179942499
953,0.6233190229987133
954,0.623303645984271
955,0.6232882869277652
956,0.6232729458060704
957,0.6232576225960939
958,0.6232423172747753
959,0.6232270298190865
960,0.623211760206032
961,0.6231965084126485
962,0.6231812744160046
963,0.6231660581932014
964,0.6231508597213724
965,0.6231356789776826
966,0.6231205159393296
967,0.6231053705835428
968,0.6230902428875836
969,0.623075132828745
970,0.6230600403843523
971,0.6230449655317625
972,0.623029908248364
973,0.6230148685115777
974,0.6229998462988553
975,0.622984841587681
976,0.6229698543555697
977,0.6229548845800684
978,0.6229399322387557
979,0.6229249973092409
980,0.6229100797691656
981,0.6228951795962021
982,0.6228802967680545
983,0.6228654312624576
984,0.622850583057178
985,0.622835752130013
986,0.6228209384587912
987,0.6228061420213723
988,0.622791362795647
989,0.6227766007595367
990,0.6227618558909945
991,0.6227471281680035
992,0.6227324175685783
993,0.6227177240707639
994,0.622703047652636
995,0.6226883882923013
996,0.6226737459678972
997,0.6226591206575913
998,0.6226445123395822
999,0.6226299209920988
