home_point_diff,away_point_diff,point_diff_advantage,home_off_vs_away_def,away_off_vs_home_def,yards_advantage,home_rolling_win_pct,home_rolling_points,away_rolling_win_pct,away_rolling_points,rolling_win_advantage,rolling_point_diff_advantage,home_ARI,home_ATL,home_BAL,home_BUF,home_CAR,home_CHI,home_CIN,home_CLE,home_DAL,home_DEN,home_DET,home_GB,home_HOU,home_IND,home_JAX,home_KC,home_LA,home_LAC,home_LV,home_MIA,home_MIN,home_NE,home_NO,home_NYG,home_NYJ,home_PHI,home_PIT,home_SEA,home_SF,home_TB,home_TEN,home_WAS,away_ARI,away_ATL,away_BAL,away_BUF,away_CAR,away_CHI,away_CIN,away_CLE,away_DAL,away_DEN,away_DET,away_GB,away_HOU,away_IND,away_JAX,away_KC,away_LA,away_LAC,away_LV,away_MIA,away_MIN,away_NE,away_NO,away_NYG,away_NYJ,away_PHI,away_PIT,away_SEA,away_SF,away_TB,away_TEN,away_WAS
0,0,0,-0.8752868,0.8752868,-0.8752868,-0.012861198077707576,-0.16443976505361738,-0.015549778769169947,-0.17505448277481717,0.0020343530858852954,0.02533384953341196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.50321454,0.50321454,-0.50321454,-0.012861198077707576,-0.16443976505361738,-0.015549778769169947,-0.17505448277481717,0.0020343530858852954,0.02533384953341196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,-0.9990511,0.9990511,-0.9990511,-0.012861198077707576,-0.16443976505361738,-0.015549778769169947,-0.17505448277481717,0.0020343530858852954,0.02533384953341196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.11860465,0.11860465,-0.11860465,-0.012861198077707576,-0.16443976505361738,-0.015549778769169947,-0.17505448277481717,0.0020343530858852954,0.02533384953341196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.634324,0.634324,-0.634324,-0.012861198077707576,-0.16443976505361738,-0.015549778769169947,-0.17505448277481717,0.0020343530858852954,0.02533384953341196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,-0.4647583,0.4647583,-0.4647583,-0.012861198077707576,-0.16443976505361738,-0.015549778769169947,-0.17505448277481717,0.0020343530858852954,0.02533384953341196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.9882141,-0.9882141,0.9882141,-1.9324972645171348,-3.0526002352737773,-1.9249179625184285,-1.8128541079975315,0.0020343530858852954,-2.751788377362495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.47119185,-0.47119185,0.47119185,1.9067748683617196,0.7381103818901826,-1.9249179625184285,-1.2669208995899601,2.8194466267840848,1.3660135452762634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1.1253626,-1.1253626,1.1253626,-1.9324972645171348,-1.0669899119974173,-1.9249179625184285,0.3708787256327543,0.0020343530858852954,0.9829622036354487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.9994385,-0.9994385,0.9994385,1.9067748683617196,3.6262708521103426,-1.9249179625184285,0.00692325336104,2.8194466267840848,1.2702507098660598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.5431874,1.5431874,-1.5431874,-1.9324972645171348,-0.5254598238311374,-1.9249179625184285,2.008678350855469,0.0020343530858852954,0.21685952035381934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.7918725,1.7918725,-1.7918725,-1.9324972645171348,-2.1500500883299773,1.8938184049800886,0.7348341979044687,-2.815377920612314,-1.8899228586706618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.70016176,0.70016176,-0.70016176,-1.9324972645171348,-1.0669899119974173,-1.9249179625184285,-0.5390099550465315,0.0020343530858852954,-0.5492431629278102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,-1.2926984,1.2926984,-1.2926984,-1.9324972645171348,-1.0669899119974173,1.8938184049800886,-0.5390099550465315,-2.815377920612314,-1.219583010799236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.012630292,0.012630292,-0.012630292,1.9067748683617196,0.5576003525014226,-1.9249179625184285,-1.6308763718616746,2.8194466267840848,1.174487874455856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.14590763,0.14590763,-0.14590763,-1.9324972645171348,0.016070264335142616,-1.9249179625184285,1.2807674063120402,0.0020343530858852954,-0.6450059983380138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.38521892,-0.38521892,0.38521892,1.9067748683617196,-1.2474999413861774,1.8938184049800886,0.7348341979044687,0.0020343530858852954,-0.4534803275176064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.0190637,-1.0190637,1.0190637,1.9067748683617196,0.19658029372390262,1.8938184049800886,0.7348341979044687,0.0020343530858852954,-0.5492431629278102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.1759005,-1.1759005,1.1759005,-1.9324972645171348,-0.5254598238311374,1.8938184049800886,2.7365892953988973,-2.815377920612314,-4.379756579335957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.8488376,0.8488376,-0.8488376,1.9067748683617196,-1.2474999413861774,1.8938184049800886,2.008678350855469,0.0020343530858852954,-1.0280573399788286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.24029437,-0.24029437,0.24029437,1.9067748683617196,2.7237207051665426,1.8938184049800886,-0.3570322189106743,0.0020343530858852954,0.31262235576402303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.026229436,-0.026229436,0.026229436,1.9067748683617196,2.0016805876115025,1.8938184049800886,2.008678350855469,0.0020343530858852954,-0.6450059983380138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0.5518829,-0.5518829,0.5518829,-0.012861198077707576,1.0088754259733226,-1.9249179625184285,-0.6299988231144601,1.410740489934985,0.8393179505201431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.27489153,-0.27489153,0.27489153,-1.9324972645171348,1.6406605288339826,1.8938184049800886,-0.17505448277481717,-2.815377920612314,-1.0280573399788286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.08712757,-0.08712757,0.08712757,1.9067748683617196,1.0991304406677025,1.8938184049800886,1.0078008021082543,0.0020343530858852954,-0.3577174921074028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.4849755,-0.4849755,0.4849755,-0.012861198077707576,-0.43520480913675735,-0.015549778769169947,-0.3570322189106743,0.0020343530858852954,-1.0280573399788286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.1924132,-1.1924132,1.1924132,-1.9324972645171348,-0.07418475035923738,1.8938184049800886,0.27988985756482576,-2.815377920612314,-1.458990099324745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.12933514,-0.12933514,0.12933514,-0.012861198077707576,0.4673453378070426,1.8938184049800886,2.008678350855469,-1.4066717837632143,-0.4055989098125046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.1175402,1.1175402,-1.1175402,-1.9324972645171348,-1.5182649854693173,-0.015549778769169947,0.4618675937006829,-1.4066717837632143,-1.3153458462094396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,-0.053637024,0.053637024,-0.053637024,-1.9324972645171348,-0.8864798826086574,-1.9249179625184285,-0.2660433508427457,0.0020343530858852954,-0.932294504568625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.4969455,1.4969455,-1.4969455,1.9067748683617196,0.5576003525014226,-1.9249179625184285,-0.9029654273182458,2.8194466267840848,2.2278790639680968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.32055727,-0.32055727,0.32055727,-0.012861198077707576,0.19658029372390262,-1.9249179625184285,-1.4488986357258173,1.410740489934985,1.8448277223272818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,-0.018234191,0.018234191,-0.018234191,-0.012861198077707576,-0.8864798826086574,-1.9249179625184285,0.09791212142896859,1.410740489934985,0.887199368225245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.5894214,-1.5894214,1.5894214,1.9067748683617196,0.7381103818901826,-1.9249179625184285,-0.17505448277481717,2.8194466267840848,2.132116228557893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.68344694,0.68344694,-0.68344694,-1.9324972645171348,-0.9767348973030374,-0.015549778769169947,0.7348341979044687,-1.4066717837632143,-0.4534803275176064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,-0.68290424,0.68290424,-0.68290424,1.9067748683617196,2.4529556610834025,-0.015549778769169947,1.0078008021082543,1.410740489934985,0.9829622036354487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.7109231,0.7109231,-0.7109231,-0.012861198077707576,1.0991304406677025,1.8938184049800886,3.5554891080102546,-1.4066717837632143,-1.3632272639145415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.3515431,1.3515431,-1.3515431,1.9067748683617196,2.2724456316946426,1.8938184049800886,1.0078008021082543,0.0020343530858852954,1.5575392160966708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.2180745,0.2180745,-0.2180745,-1.9324972645171348,-1.9093700491449639,-1.9249179625184285,-1.4488986357258173,0.0020343530858852954,-0.996136394842094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.6747864,0.6747864,-0.6747864,-0.65273988689085,-0.0440997454611105,0.6209062824805828,0.49219721638999264,-0.937103071480181,-0.9003735594318903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.1322045,0.1322045,-0.1322045,-0.65273988689085,-0.16443976505361738,-0.6520058400189228,0.06758249873965884,0.0020343530858852954,0.21685952035381936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.33494803,-0.33494803,0.33494803,-0.65273988689085,1.1593004504639557,0.6209062824805828,0.3708787256327543,-0.937103071480181,0.1530176300803502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.3230193,0.3230193,-0.3230193,-0.65273988689085,0.07624027413139574,-0.6520058400189228,1.1594489155548018,0.0020343530858852954,-0.48540127265434097,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,-0.18435746,0.18435746,-0.18435746,-1.9324972645171348,-0.7059698532198974,-1.9249179625184285,0.3708787256327543,0.0020343530858852954,-0.3257965469706681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.128944,1.128944,-1.128944,-0.65273988689085,0.07624027413139574,1.8938184049800886,2.5546115592630403,-1.8762404960462478,-0.6130850532012793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,-0.13917473,0.13917473,-0.13917473,0.6270174907354347,0.7982803916864357,-0.6520058400189228,-1.0242839180754841,0.9411717776519517,0.8552784230885104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.13065721,-0.13065721,0.13065721,-0.65273988689085,-0.4051198042386305,0.6209062824805828,1.341426651690659,-0.937103071480181,-1.6983971878502544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.7873453,-1.7873453,1.7873453,0.6270174907354347,1.2194704602602096,-1.9249179625184285,-1.8735133533761508,1.8803092022180181,1.9086696126007507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,-0.2782452,0.2782452,-0.2782452,1.9067748683617196,0.31692031331640946,0.6209062824805828,0.9168119340403258,0.9411717776519518,-0.8365316691584213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1.0670619,1.0670619,-1.0670619,0.6270174907354347,1.1593004504639557,1.8938184049800886,1.4627451424478972,-0.9371030714801812,-0.5492431629278102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.57688814,-0.57688814,0.57688814,0.6270174907354347,1.0991304406677025,-1.9249179625184285,-0.5996692004251504,1.8803092022180181,2.2278790639680968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
